fyear,ticker,statevariable,fixedcosts,couponrate,liabilities,equityobserved
12312002,FOX.OQ,2298.101546,2510.13386,0.034540501,20047.88259,13496.40663
12312003,FOX.OQ,2080.28244,2322.951219,0.029247247,21573.07444,18912.12883
12312004,FOX.OQ,3502.234021,2637.32719,0.053932742,19696.97662,49253.18119
12312005,FOX.OQ,7814,5909.120348,0.029725853,25096,51881.32019
12312006,FOX.OQ,8030,6137.754348,0.029855816,26494,89935.32318
12312007,FOX.OQ,9608,6768.396684,0.029210991,28859,64801.57192
12312008,FOX.OQ,10835,8092.562809,0.028325839,32691,24148.5041
12312009,FOX.OQ,9192,8044.801675,0.029884032,29146,37648.72367
12312010,FOX.OQ,11350,8520.693419,0.033943474,28518,39703.96663
12312011,FOX.OQ,8291,5674.847206,0.03094143,31091,45239.6845
12312012,FOX.OQ,7884,5649.899225,0.033823005,30837,60391.94047
12312013,FOX.OQ,6658,5913.510818,0.035643564,30300,79795.97379
12312014,FOX.OQ,8804,6038.366739,0.034181884,33351,81596.14645
12312015,FOX.OQ,8565,5713.173542,0.038838371,31232,53541.34829
12312016,FOX.OQ,7887,5525.658065,0.036141636,32760,51096.09988
12312017,FOX.OQ,8593,5456.566036,0.036836698,33092,63640.46006
12312005,EXPE.OQ,1862.036,1486.374881,0.00107925,1951.355,8832.539166
12312006,EXPE.OQ,1710.55,1602.403299,0.007512604,2298.271,6341.007159
12312007,EXPE.OQ,2012.54,1836.90488,0.015487471,3415.406,9030.605535
12312008,EXPE.OQ,1966.73,2011.062801,0.020489086,3513.285,2367.680339
12312009,EXPE.OQ,2104.042,2046.532137,0.015514694,3187.43,7452.689122
12312010,EXPE.OQ,2298.219,2209.351074,0.016944972,3920.219,6951.393324
12312011,EXPE.OQ,2798.554,2556.173122,0.021599056,4200.091,3874.545664
12312012,EXPE.OQ,3500.779,2966.640346,0.018560282,4729.885,8286.299259
12312013,EXPE.OQ,3515.337,3470.996615,0.017076701,5115.625,9033.92676
12312014,EXPE.OQ,4740.289,4144.86185,0.014937253,6566.736,10846.43912
12312015,EXPE.OQ,5344.652,4789.254299,0.01275028,9897.43,18678.23521
12312016,EXPE.OQ,6797.689,6089.308818,0.017169813,10084.443,16995.38617
12312017,EXPE.OQ,7980.071,7082.48517,0.014695999,12364.726,18264.32639
12312006,VIAB.OQ,5007,3122.767539,0.032252542,14603.5,28689.73862
12312007,VIAB.OQ,4926,3522.124654,0.03090886,15756,28825.50977
12312008,VIAB.OQ,5374,3696.964257,0.033341982,15416,11754.60568
12312009,VIAB.OQ,4200,3395.269285,0.033703562,13055,18138.84627
12312010,VIAB.OQ,3498,2685.023278,0.02565717,12706,24270.62443
12312011,VIAB.OQ,5985,3663.210358,0.029965753,14016,25483.07801
12312012,VIAB.OQ,5680,3492.815208,0.029045927,14632,26563.08729
12312013,VIAB.OQ,6387,3603.823054,0.025760616,18439,38977.26974
12312014,VIAB.OQ,6111,3803.219644,0.032225948,19084,30900.35402
12312015,VIAB.OQ,5830,3795.99123,0.03585266,18325,16433.80368
12312016,VIAB.OQ,4906,3804.124549,0.034285078,17967,14096.18744
12312017,VIAB.OQ,5311,3899.606808,0.036639548,17331,12595.75109
12312006,WYN.N,1459,1603.510605,0.011239725,5961,6344.431753
12312007,WYN.N,1449,1756.311861,0.012818666,6943,4191.865291
12312008,WYN.N,1600,1816.309747,0.013829346,7231,1162.590992
12312009,WYN.N,1896,1540.509222,0.017106843,6664,3602.674514
12312010,WYN.N,1843,1549.915365,0.021080166,6499,5241.999935
12312011,WYN.N,2352,1699.533387,0.020615521,6791,5826.496854
12312012,WYN.N,2520,1875.368626,0.017525226,7532,7463.592437
12312013,WYN.N,2610,1970.426559,0.016140956,8116,9602.307945
12312014,WYN.N,2660,2053.712799,0.01412966,8422,10571.01927
12312015,WYN.N,2521,1917.233099,0.01412364,8638,8435.1009
12312016,WYN.N,2477,1900.99336,0.014613779,9101,8230.894283
12312017,WYN.N,2564,1983.999629,0.016386555,9520,11740.67189
12312006,HBI.N,683.856,624.3611062,0.0000915,3366.349,2274.7532
12312007,HBI.N,1468.007,1204.880711,0.022457142,3150.579,2586.846381
12312008,HBI.N,1386.226,1328.95105,0.059484713,3348.894,1191.874093
12312009,HBI.N,1507.027,1242.963504,0.051833233,2991.845,2294.059918
12312010,HBI.N,1244.224,1299.581247,0.050592626,3227.328,2432.764172
12312011,HBI.N,1322.646,1385.133695,0.044770587,3353.608,2124.148179
12312012,HBI.N,1641.414,1383.329745,0.056906174,2744.834,3505.328938
12312013,HBI.N,1772.869,1551.699821,0.047861021,2859.425,6964.412338
12312014,HBI.N,1888.347,1843.783962,0.026661286,3821.421,11149.95933
12312015,HBI.N,1793.013,2146.525811,0.022303034,4321.699,11531.30901
12312016,HBI.N,2141.723,2263.157312,0.020684068,5706.566,8152.277533
12312017,HBI.N,2372.54,2627.366411,0.024593735,6208.573,7623.455225
12312008,SNI.OQ,1098.921,773.5320935,0.029305231,484.794,3602.551326
12312009,SNI.OQ,1076.82,804.5160469,0.011359659,1314.124,6873.572085
12312010,SNI.OQ,1078.15,868.8569942,0.026883249,1308.138,8632.511478
12312011,SNI.OQ,1332.938,913.5672297,0.019364973,1865.275,6763.728166
12312012,SNI.OQ,1320.97,1050.703243,0.027111688,1874.247,8679.510492
12312013,SNI.OQ,1654.959,1160.981798,0.025819549,1886.555,12633.90569
12312014,SNI.OQ,1585.36,1234.174469,0.018315446,2876.643,9943.699987
12312015,SNI.OQ,1630.84,1291.049686,0.022813313,4736.138,7104.924162
12312016,SNI.OQ,1886.717,1465.76136,0.033021759,3971.866,9214.426969
12312008,DISCA.OQ,1899,1437.014664,0.051497743,4874,3879.170444
12312009,DISCA.OQ,2094,1605.838431,0.056374119,4683,8107.062361
12312010,DISCA.OQ,2293,1838.181411,0.09423318,4786,11158.91898
12312011,DISCA.OQ,2479,1674.415872,0.038561364,5394,10447.88512
12312012,DISCA.OQ,2957,2267.372171,0.086032846,6637,15151.8714
12312013,DISCA.OQ,3535,2817.28697,0.074548365,8746,20919.98081
12312014,DISCA.OQ,3718,3186.117203,0.073604325,9619,15045.54652
12312015,DISCA.OQ,3624,3436.360922,0.066653559,10172,11086.89158
12312016,DISCA.OQ,3821,3957.580522,0.073864744,10262,10742.67282
12312008,DISCK.OQ,1899,1437.014664,0.051497743,4874,3879.170444
12312009,DISCK.OQ,2094,1605.838431,0.056374119,4683,8107.062361
12312010,DISCK.OQ,2293,1838.181411,0.09423318,4786,11158.91898
12312011,DISCK.OQ,2479,1674.415872,0.038561364,5394,10447.88512
12312012,DISCK.OQ,2957,2267.372171,0.086032846,6637,15151.8714
12312013,DISCK.OQ,3535,2817.28697,0.074548365,8746,20919.98081
12312014,DISCK.OQ,3718,3186.117203,0.073604325,9619,15045.54652
12312015,DISCK.OQ,3624,3436.360922,0.066653559,10172,11086.89158
12312016,DISCK.OQ,3821,3957.580522,0.073864744,10262,10742.67282
12311998,DG.N,652.744,728.1166513,0.021251458,330.942,4954.069087
12311999,DG.N,830.698,902.3420856,0.035950974,486.023,6051.033147
12312000,DG.N,997.676,1081.567739,0.025991514,1078.275,6240.252425
12312001,DG.N,1200.431,1305.891386,0.035212948,1420.699,4955.401532
12312002,DG.N,1451.726,1553.217512,0.033294565,1510.667,3982.911279
12312003,DG.N,1770.069,1767.685502,0.044918834,1045.085,7073.856482
12312004,DG.N,2049.774,2016.001722,0.03337589,1066.818,6805.676594
12312005,DG.N,2126.525,2284.367773,0.024896696,1156.539,6038.116956
12312006,DG.N,2484.668,2557.53723,0.020822879,1259.48,5011.250767
12312007,DG.N,2560.201,2873.554206,0.026966242,1294.767,7050.230185
12312008,DG.N,2990.184,3370.693174,0.044215613,5952.558,7050.230185
12312009,DG.N,3415.721,3780.812501,0.064701897,6057.504,7639.393438
12312010,DG.N,3755.18,4157.835216,0.063170115,5473.221,10461.58607
12312011,DG.N,4001.167,4406.612651,0.049891628,5491.743,14080.73454
12312012,DG.N,4466.937,4823.476627,0.041753807,5013.938,14492.93629
12312013,DG.N,4689.403,5167.396998,0.023767676,5382.352,19317.79198
12312014,DG.N,5001.606,5629.307463,0.016281539,5465.331,21452.21254
12312015,DG.N,5448.537,6227.110688,0.016046255,5498.604,20909.46323
12312016,DG.N,5832.427,6848.966945,0.014786372,5880.009,20462.89374
12312017,DG.N,6415.751,7565.233613,0.015611385,6266.004,25258.13016
12312009,CHTR.OQ,3879,5582.215192,0.129231395,14741,3996.608886
12312010,CHTR.OQ,3893,4450.429597,0.1378077,14259,4463.92767
12312011,CHTR.OQ,2700,3652.064699,0.063388626,15192,6128.669255
12312012,CHTR.OQ,2783,3816.383942,0.058716903,15447,7704.270351
12312013,CHTR.OQ,3492,4481.754282,0.04934671,17144,14516.2637
12312014,CHTR.OQ,3799,4845.654674,0.037579408,24242,18661.38785
12312015,CHTR.OQ,4284,5609.685245,0.033179208,39362,20587.54941
12312016,CHTR.OQ,12433,8378.577223,0.027203372,98701,86855.49938
12312017,CHTR.OQ,17795,10154.20368,0.034523473,99092,93033.12032
12312011,APTV.N,2401,1839.866507,0.017680034,6957,7070.386745
12312012,APTV.N,2541,2082.487174,0.018513477,7346,12146.44203
12312013,APTV.N,2809,2332.926665,0.01878366,7613,18503.05688
12312014,APTV.N,3306,2762.868136,0.017457649,7733,21530.89157
12312015,APTV.N,2630,2916.160155,0.013419913,9240,24011.95881
12312016,APTV.N,3020,3564.606711,0.016266135,9529,18241.05177
12312017,APTV.N,2560,4197.954393,0.01618123,8652,22551.18973
12311998,ABC.N,458.487,404.3291811,0.035463496,1640.532,652.6
12311999,ABC.N,324.488,399.5048104,0.020952087,1894.322,777.7535456
12312000,ABC.N,560.907,435.5011843,0.019233341,2176.273,2585.752712
12312001,ABC.N,402.894,555.2985221,0.006829757,7452.681,6604.615439
12312002,ABC.N,1897.311,1485.905047,0.017821934,7896.674,5808.154383
12312003,ABC.N,1760.92,1551.625096,0.018015116,8034.808,6296.518435
12312004,ABC.N,2122.314,1467.29476,0.015407334,7314.958,6168.266616
12312005,ABC.N,2854.895,1526.999324,0.013266079,7100.817,8632.782979
12312006,ABC.N,2199.852,1624.846806,0.007621868,8642.763,8636.299589
12312007,ABC.N,2623.45,1686.975943,0.008214785,9210.344,7536.416935
12312008,ABC.N,1931.561,1511.698042,0.007898722,9507.741,5495.857686
12312009,ABC.N,1967.505,1554.444186,0.005849338,10856.271,7510.371283
12312010,ABC.N,2334.161,1658.757343,0.006507008,11480.546,9394.17256
12312011,ABC.N,2384.299,1722.633059,0.006465022,12115.813,9607.793612
12312012,ABC.N,2552.375,1838.591482,0.007266266,12987.414,10167.84124
12312013,ABC.N,2286.94,2190.263643,0.004521265,16598.893,16173.55653
12312014,ABC.N,3530.957,2874.363028,0.003213236,19575.284,19717.25891
12312015,ABC.N,6938.447,3960.556683,0.007154638,27346.596,21326.19252
12312016,ABC.N,5554.425,3479.526282,0.00458133,31508.097,17209.63511
12312017,ABC.N,3781.91,3567.489851,0.004482195,33252.009,20024.29392
12311998,ADM.N,1569.071,1472.569895,0.040253134,7328.622,10159.37993
12311999,ADM.N,2258.913,1585.501496,0.041879177,7789.241,7376.365546
12312000,ADM.N,1934.731,1709.629736,0.045134879,8361.693,9498.349538
12312001,ADM.N,2132.317,1780.247089,0.049715119,8008.248,9489.690172
12312002,ADM.N,2486.03,1886.041185,0.041272586,8624.514,8019.61573
12312003,ADM.N,2376.841,2067.0695,0.035592478,10113.682,9842.22888
12312004,ADM.N,1796.172,2582.97718,0.030932415,11670.605,14602.17631
12312005,ADM.N,3533.57,2293.133021,0.03212905,10164.633,16107.38383
12312006,ADM.N,2933.904,2514.449594,0.031859642,11462.15,21005.58842
12312007,ADM.N,1932,2662.09755,0.031301839,13865,29849.4133
12312009,ADM.N,7275,3138.967725,0.029114842,17929,20112.05458
12312010,ADM.N,4535,3152.345025,0.026372475,17177,19217.91314
12312012,ADM.N,3560,2599.841905,0.008190733,26005,18038.13203
12312013,ADM.N,7398,3811.243915,0.0175312,23558,28555.90147
12312014,ADM.N,7207,4015.356059,0.013871219,24367,33108.61117
12312015,ADM.N,4814,4255.954985,0.015016635,22242,21836.65441
12312016,ADM.N,3813,4402.879461,0.012985286,22564,26266.99516
12312017,ADM.N,4542,4561.035342,0.015656846,21588,22414.7525
12311998,CVS.N,3324.7,4165.000666,0.023296789,3575.6,21447.50454
12311999,CVS.N,4255.1,4758.859223,0.022471285,3595.7,15626.3745
12312000,CVS.N,4621.3,5176.885999,0.027078932,3644.9,23482.70256
12312001,CVS.N,5013.3,5783.300265,0.019634344,4069.4,11567.20874
12312002,CVS.N,5826.4,6196.883115,0.015578985,4448.3,9811.73677
12312003,CVS.N,6135.1,6876.882779,0.01515051,4521.3,14265.16056
12312004,CVS.N,7072.1,8015.620394,0.010344463,7559.6,18030.92955
12312005,CVS.N,1743.2,2148.496274,0.01885734,6952.2,21511.05832
12312006,CVS.N,1988,2436.396709,0.023046967,10656.5,25456.48688
12312007,CVS.N,3243.7,2393.10136,0.000598291,23400,58706.41725
12312008,CVS.N,4396.1,3032.591284,0.017016922,26385.5,41350.1061
12312009,CVS.N,5074,3844.657647,0.040215204,25836,45433.59003
12312010,CVS.N,5318,3585.811188,0.022058523,24435,47245.476
12312011,CVS.N,20675,18127.6925,0.022220543,26462,53080.484
12312012,CVS.N,22510,19432.08319,0.019637356,28568,59518.85
12312013,CVS.N,22046,20164.918,0.015392402,33588,85186.49073
12312014,CVS.N,25320,21420.29796,0.016977694,36224,110408.1927
12312015,CVS.N,26345,22534.50469,0.015563004,55195,108262.3957
12312016,CVS.N,29765,24621.01594,0.019174707,57628,84152.71522
12312017,CVS.N,28121,25540.5224,0.018908002,57436,73441.95081
12311998,CPB.N,3458,2171.650474,0.039747634,4755,13797.575
12311999,CPB.N,3076,2294.024303,0.034802345,5287,9705.339688
12312000,CPB.N,2484,1498.728367,0.039335837,5059,14551.18443
12312001,CPB.N,2618,1699.777456,0.035471331,6174,12236.64268
12312002,CPB.N,2734,1913.187022,0.032562125,5835,9632.53163
12312003,CPB.N,2711,2042.973207,0.031969749,5818,11016.6005
12312004,CPB.N,2537,2007.15288,0.029994828,5801,12298.5744
12312005,CPB.N,2847,2080.743662,0.033418089,5506,12312.64578
12312006,CPB.N,2984,1991.763964,0.028944286,5977,15124.95681
12312007,CPB.N,2554,2124.233024,0.039417476,5150,13706.07284
12312008,CPB.N,2716,2205.170937,0.034910784,5156,10783.72237
12312009,CPB.N,2954,2054.598703,0.022535211,5325,11590.8821
12312010,CPB.N,2838,2059.538257,0.02206845,5347,11590.64476
12312011,CPB.N,2770,1919.012522,0.024627125,5766,10594.44057
12312012,CPB.N,2756,1940.045443,0.020419034,5632,10970.02089
12312013,CPB.N,2710,2076.662041,0.018979334,7113,13633.75121
12312014,CPB.N,2596,1960.888454,0.018740399,6510,13787.07783
12312015,CPB.N,2787,1927.751993,0.016567164,6700,16292.10482
12312016,CPB.N,3097,1968.281193,0.017925127,6304,18567.42712
12312017,CPB.N,2670,1757.505863,0.01808913,6081,14462.20253
12311998,STZ.N,293.829,628.7951235,0.050206877,665.128,1749.232661
12311999,STZ.N,333.458,610.7781545,0.030520337,1358.504,945.3712525
12312000,STZ.N,548.506,807.0547096,0.058033284,1827.951,1070.472561
12312001,STZ.N,520.477,846.6072442,0.057297823,1895.901,1876.047949
12312002,STZ.N,690.689,931.9321368,0.057777332,2113.649,2147.239546
12312003,STZ.N,692.433,936.9709137,0.052137041,2021.346,3487.139322
12312004,STZ.N,948.013,1115.838487,0.047289043,3181.054,5038.304958
12312005,STZ.N,1023.873,1240.425405,0.029353383,5024.259,6424.981222
12312006,STZ.N,1247.771,1379.841119,0.046459077,4425.4,6775.169665
12312007,STZ.N,1355.6,1642.994265,0.046306908,6020.7,5098.905031
12312008,STZ.N,1674.6,1789.812958,0.048580329,7286.9,3453.154446
12312009,STZ.N,1592.4,1756.904107,0.054306322,6128.2,3537.1846
12312010,STZ.N,1327.2,1634.580751,0.055762958,5518,4639.021909
12312011,STZ.N,1484.1,1614.962403,0.044045324,4615.7,4186.304269
12312012,STZ.N,1489.4,1498.875429,0.04082185,4433.9,6492.68199
12312013,STZ.N,1338.8,1621.553434,0.047427686,4777.8,13367.17883
12312014,STZ.N,1985.8,2046.737679,0.034696593,9320.8,19024.34176
12312015,STZ.N,2471.5,2328.477523,0.036670756,9211.7,28420.13317
12312016,STZ.N,2852,2430.030884,0.030564965,10273.2,30824.33052
12312017,STZ.N,3319.9,2672.464727,0.028444391,11717.6,44684.475
12311998,CAH.N,2083.9,1982.861056,0.024076408,4523.1,3176.810375
12311999,CAH.N,2126.5,2324.914539,0.027487642,4834.9,2004.478375
12312000,CAH.N,2352.2,2368.076166,0.018193266,7623.7,27807.18186
12312001,CAH.N,3024.9,2651.807128,0.016827263,9205.3,29154.50059
12312002,CAH.N,3187.4,2777.371714,0.013190642,10045,26191.69498
12312003,CAH.N,3759.6,2964.537471,0.010685226,10790.6,26478.71651
12312004,CAH.N,5005.1,3014.875365,0.008414969,13392.8,25125.22696
12312005,CAH.N,5480.8,3290.659959,0.009618579,13245.2,29440.75716
12312006,CAH.N,5161.6,3740.06959,0.010573796,14942.6,26094.92503
12312007,CAH.N,4484.8,3985.786564,0.012030247,15776.9,20880.26804
12312008,CAH.N,4122.1,3352.297356,0.015273204,15700.7,12395.84043
12312009,CAH.N,3959.2,3346.292819,0.012309306,16394.1,11693.33542
12312010,CAH.N,4678.5,3396.46841,0.010765184,14714.1,13368.66695
12312011,CAH.N,4028.5,3529.12442,0.00681873,16997.3,14030.99793
12312012,CAH.N,3971,3735.566217,0.006549734,18016,13992.06418
12312013,CAH.N,4646,3907.20451,0.006450312,19844,22814.04984
12312014,CAH.N,5575,4089.255612,0.007742461,19632,26718.52561
12312015,CAH.N,5833,4383.841729,0.006279829,23886,29368.14155
12312016,CAH.N,6797,4972.091255,0.006488299,27434,23034.95584
12312017,CAH.N,5160,5180.139088,0.006060423,33166,19275.76508
12311998,CHD.N,314.957,401.1878014,0.014079349,196.6,702.4703125
12311999,CHD.N,330.046,407.6151377,0.011501771,246.136,1036.96523
12312000,CHD.N,274.413,320.8808297,0.022323666,217.527,848.6109728
12312001,CHD.N,239.893,355.4207541,0.017357851,664.656,1027.627786
12312002,CHD.N,344.45,396.3829096,0.037437088,640.381,1213.558533
12312003,CHD.N,345.849,401.1494779,0.029963603,680.826,1601.672846
12312004,CHD.N,602.072,587.0378866,0.031424146,1317.681,2097.207699
12312005,CHD.N,658.429,662.2088766,0.034860603,1264.981,2124.647715
12312006,CHD.N,735.207,753.0725724,0.036753741,1470,2782.220973
12312007,CHD.N,866.233,832.8485566,0.040558363,1452.031,3567.15546
12312008,CHD.N,1008.798,899.4969486,0.031941176,1469.733,3930.143031
12312009,CHD.N,1144.615,982.7274866,0.023451315,1516.674,4252.359058
12312010,CHD.N,1170.619,994.049615,0.027296844,1074.3,4909.637621
12312011,CHD.N,1168.9,996.5545761,0.008543834,1076.8,6545.960358
12312012,CHD.N,1283.9,1040.024507,0.006872852,2037,7484.91204
12312013,CHD.N,1343.1,1138.26154,0.014134817,1959.7,9202.852333
12312014,CHD.N,1374.7,1145.006913,0.012138395,2257.3,10560.54
12312015,CHD.N,1472.1,1193.304079,0.013654475,2233.7,11129.71201
12312016,CHD.N,1549.4,1238.998828,0.011657268,2376.2,11427.6979
12312017,CHD.N,1678.4,1360.33941,0.011657268,3796.8,12538.75441
12311998,CLX.N,1797,1681.253936,0.040509259,2592,12116.24386
12311999,CLX.N,1626,1302.753666,0.038251366,2562,11914.5065
12312000,CLX.N,1675,1280.440129,0.038296209,2559,8363.41195
12312001,CLX.N,1666,1198.308677,0.042004773,2095,9208.053781
12312002,CLX.N,1840,1236.354774,0.021779425,2158,8957.624528
12312003,CLX.N,1802,1264.574002,0.012310217,2437,10204.94256
12312004,CLX.N,1893,1252.96205,0.013513514,2294,9039.035919
12312005,CLX.N,1832,1319.514715,0.01942446,4170,8573.416129
12312006,CLX.N,1735,1459.227897,0.034994698,3772,9739.029373
12312007,CLX.N,1942,1473.097602,0.03431085,3410,9049.308865
12312008,CLX.N,2074,1578.119931,0.033057851,5082,7724.058486
12312009,CLX.N,2076,1566.291086,0.033887603,4751,8554.636889
12312010,CLX.N,2196,1599.60736,0.033370661,4465,8707.993389
12312011,CLX.N,2066,1585.065141,0.030830784,4249,8779.583022
12312012,CLX.N,2017,1616.660906,0.027839644,4490,9552.945598
12312013,CLX.N,2195,1626.391219,0.030972389,4165,11970.17858
12312014,CLX.N,2128,1562.252731,0.026072125,4104,13484.96616
12312015,CLX.N,2300,1622.242175,0.025951557,4046,16372.62231
12312016,CLX.N,2259,1672.356366,0.020887728,4213,15451.81863
12312017,CLX.N,2365,1683.592198,0.021830811,4031,19178.32008
12311998,KO.N,11942,9531.373583,0.027741575,10742,165161.9816
12311999,KO.N,12700,9968.664504,0.027828241,12110,143876.368
12312000,KO.N,10059,7771.305752,0.039763848,11518,151112.1873
12312001,KO.N,10563,7914.365013,0.027508823,11051,117251.3338
12312002,KO.N,11942,8846.171459,0.015786134,12606,108684.3009
12312003,KO.N,12923,9321.34881,0.013582855,13252,124414.2488
12312004,KO.N,14054,10174.85258,0.012640268,15506,100745.2949
12312005,KO.N,15402,11332.01206,0.018359853,13072,95904.34931
12312006,KO.N,15608,12301.57756,0.016867285,13043,113088.1542
12312007,KO.N,18551,14386.77363,0.021184669,21525,141824.6417
12312008,KO.N,19805,15597.35911,0.023401333,19657,104664.24
12312009,KO.N,19899,15501.69463,0.015585214,22778,132079.3439
12312010,KO.N,23438,18173.81872,0.017618498,41604,152720.1579
12312011,KO.N,27472,22805.53358,0.011924334,48053,158918.1174
12312012,KO.N,28930,23700.5016,0.010828963,53006,162587.1046
12312013,KO.N,28418,23976.35418,0.008902234,56615,182421.7681
12312014,KO.N,28399,24655.81427,0.00831408,61462,184928.3646
12312015,KO.N,27833,25045.83437,0.013295554,64232,186832.4023
12312016,KO.N,24778,24701.75207,0.01108509,64050,178815.2974
12312017,KO.N,20443,23159.4652,0.012202731,68919,195479.4165
12311998,CL.N,4601.3,3741.066508,0.041980965,5369.1,27194.54569
12311999,CL.N,4780.3,3829.153254,0.043482314,5363.1,37867.78073
12312000,CL.N,4711.2,3541.198652,0.03889183,5667,36937.8735
12312001,CL.N,4645.5,3534.222383,0.03732538,5934.3,31861.53293
12312002,CL.N,4817.9,3627.652766,0.02645608,6527.8,28221.14346
12312003,CL.N,5217.8,3901.42738,0.024116789,6377.3,26888.84578
12312004,CL.N,5528.5,4258.093729,0.020744644,7211.5,27129.37548
12312005,CL.N,5908.1,4642.509963,0.024200065,7053.7,28415.31779
12312006,CL.N,6325.9,5060.645641,0.025645739,7615.3,33554.24052
12312007,CL.N,7386,5730.382558,0.025272489,7715.9,39741.0318
12312008,CL.N,7800,6137.415629,0.016885081,7936,34593.14972
12312009,CL.N,8731,6139.553828,0.014980322,7877,40844.25117
12312010,CL.N,8721,6245.021214,0.011849192,8355,38793.27531
12312011,CL.N,8723,6615.058009,0.005695767,10183,44716.69505
12312012,CL.N,9193,6841.92177,0.007270084,11004,49393.23838
12312013,CL.N,9408,7109.88864,0.010306577,11449,60332.86487
12312014,CL.N,9351,7024.254685,0.011015405,12074,63059.64962
12312015,CL.N,8482,6574.337336,0.011102763,11979,59752.94744
12312016,CL.N,8475,6450.476929,0.013381794,12106,58165.86001
12312017,CL.N,8615,6758.038356,0.01230596,12433,66253.03908
12311998,TAP.N,832.017,787.4680698,0.018675999,685.8,2842.526987
12311999,TAP.N,914.298,884.3980379,0.014160721,704.837,2966.847245
12312000,TAP.N,1011.14,937.375228,0.010997037,696.915,4548.861245
12312001,TAP.N,918.026,960.7344326,0.009601969,788.38,3970.033177
12312002,TAP.N,1386.704,1397.503925,0.02138975,3315.56,4867.553252
12312003,TAP.N,1715.982,1494.419254,0.025554202,3177.364,5508.985417
12312004,TAP.N,1795.568,1646.184282,0.023991138,3019.49,6504.200748
12312005,TAP.N,2185.897,2163.495629,0.020515008,6390.736,7903.350551
12312006,TAP.N,2681.719,2304.645735,0.024928236,5739.275,6561.32285
12312007,TAP.N,2485.3,2389.693754,0.021554947,6258.424,9482.990015
12312008,TAP.N,1882.9,2045.958556,0.027396945,4347.2,8966.731381
12312009,TAP.N,1855.7,1674.638107,0.019601079,4928.3,8352.124344
12312010,TAP.N,1872.4,1895.284593,0.022698249,4855,9354.483715
12312011,TAP.N,2007.2,2020.454648,0.025076052,4733.6,7900.392581
12312012,TAP.N,2256.6,2287.638139,0.023879036,8220.6,7755.938263
12312013,TAP.N,2535.1,2513.891002,0.026446043,6950,10319.54609
12312014,TAP.N,2608.1,2628.672702,0.023793896,6094,13832.89539
12312015,TAP.N,1874.5,2651.288966,0.023076038,5213.2,17310.80554
12312016,TAP.N,2879.2,3455.14053,0.009170532,17719.8,20910.05102
12312017,TAP.N,5483.8,5560.078753,0.034802729,16811.9,17713.72194
12311998,ESRX.OQ,295.794,366.3291601,0.023919117,845.767,989.4225
12311999,ESRX.OQ,569.86,590.4590329,0.034459112,1787.829,2466.304
12312000,ESRX.OQ,632.837,666.2868856,0.030655466,1571.4,3946.532105
12312001,ESRX.OQ,674.502,726.0893455,0.020872796,1668.248,3627.295805
12312002,ESRX.OQ,921.552,891.5146175,0.019912555,2204.137,3742.547745
12312003,ESRX.OQ,916.554,929.9869332,0.018696892,2215.181,5217.64145
12312004,ESRX.OQ,964.879,1029.798419,0.010087895,2403.772,5808.195098
12312005,ESRX.OQ,1374.3,1249.447182,0.009407501,4028.7,12204.09761
12312006,ESRX.OQ,1423.4,1560.108739,0.030553324,3983.2,9697.2892
12312007,ESRX.OQ,1637.5,1757.013351,0.024605263,4560,18399.212
12312008,ESRX.OQ,1936.9,1961.079266,0.017512977,4431,13605.29582
12312009,ESRX.OQ,2892.4,2462.804503,0.023199752,8379.4,23741.3024
12312010,ESRX.OQ,3171.8,2651.934436,0.024039015,6951.2,28441.70455
12312011,ESRX.OQ,3285.1,2993.861325,0.022822635,13131.7,21742.04252
12312012,ESRX.OQ,8401.7,5926.761834,0.017830652,34715.5,44085.6
12312013,ESRX.OQ,8043.5,5968.079815,0.0188024,31703.4,56599.81344
12312014,ESRX.OQ,7199.1,5859.062946,0.017304798,33684.3,62140.1597
12312015,ESRX.OQ,8721.3,7693.263515,0.014446725,35862.8,59113.28516
12312016,ESRX.OQ,9146.9,8775.515532,0.019571225,35501.1,42417.35859
12311998,GIS.N,3397.7,3240.517403,0.035301809,3671.2,11923.14327
12311999,GIS.N,3475.2,3388.802077,0.032918396,3976.5,10765.32196
12312000,GIS.N,2265.4,2177.173195,0.03440617,4862.5,12653.52281
12312001,GIS.N,2344.8,2252.834009,0.042647351,5039,18998.20437
12312002,GIS.N,3631,3374.187829,0.050581531,12811,17313.60248
12312003,GIS.N,4684,3720.638024,0.0422484,13752,16979.93372
12312004,GIS.N,4433,3651.28802,0.041004573,12901,18148.09449
12312005,GIS.N,4277,3174.141303,0.043084303,11257,17566.84026
12312006,GIS.N,4448.5,3308.20142,0.038148115,11167,19880.63245
12312007,GIS.N,4599.2,3563.471982,0.039058502,11726,19195.52759
12312008,GIS.N,4790.1,3788.156659,0.034696229,12583.5,19916.98227
12312009,GIS.N,5125.8,4038.259189,0.032460288,12458.3,23334.53487
12312010,GIS.N,5728,4300.383373,0.031926124,12030.9,22628.53897
12312011,GIS.N,5076.8,4312.433078,0.029322766,12062.3,26050.35418
12312012,GIS.N,6149.7,4522.612239,0.025453599,14214.1,26135.41024
12312013,GIS.N,6831.8,4699.524862,0.021217682,15529.5,31170.60843
12312014,GIS.N,6323.5,4590.075018,0.019733214,16140.3,32197.86415
