fyear,ticker,firmname,industry,sector,statevariable,cash,fixedcosts,couponrate,liabilities,equityobserved
12312009,DVN.N,Devon Energy Corp,Oil & Gas Exploration and Production,Energy,7070,646,7076.916996,0.024723718,14116,32641.35
12312010,DVN.N,Devon Energy Corp,Oil & Gas Exploration and Production,Energy,8137,3011,7643.939023,0.026254205,13674,33908.469
12312011,DVN.N,Devon Energy Corp,Oil & Gas Exploration and Production,Energy,9043,7058,8057.206547,0.01737187,19687,25041.8
12312012,DVN.N,Devon Energy Corp,Oil & Gas Exploration and Production,Energy,7476,6980,8024.341719,0.01777939,22048,21076.2
12312013,DVN.N,Devon Energy Corp,Oil & Gas Exploration and Production,Energy,8202,6066,8549.998299,0.018321566,22378,25119.22
12312014,DVN.N,Devon Energy Corp,Oil & Gas Exploration and Production,Energy,14372,1480,14428.86326,0.021155746,24296,25034.89
12312015,DVN.N,Devon Energy Corp,Oil & Gas Exploration and Production,Energy,13540,2310,14553.65849,0.027786805,18462,13152
12312016,DVN.N,Devon Energy Corp,Oil & Gas Exploration and Production,Energy,8469,1959,13680.14254,0.035792641,15953,23912.812
12312017,DVN.N,Devon Energy Corp,Oil & Gas Exploration and Production,Energy,11999,2673,16142.11249,0.030241061,16137,21756.32435
12312002,XEC.N,Cimarex Energy Co,Oil & Gas Exploration and Production,Energy,126.716,22.327,359.7239586,0.001804661,229.406,726.2096051
12312003,XEC.N,Cimarex Energy Co,Oil & Gas Exploration and Production,Energy,252.926,40.42,437.1518466,0.003623028,270.768,1111.324252
12312004,XEC.N,Cimarex Energy Co,Oil & Gas Exploration and Production,Energy,419.129,115.746,512.4583401,0.002656065,404.734,1576.665583
12312005,XEC.N,Cimarex Energy Co,Oil & Gas Exploration and Production,Energy,824.471,61.647,637.9650964,0.004997848,1584.882,3543.844476
12312006,XEC.N,Cimarex Energy Co,Oil & Gas Exploration and Production,Energy,1025.708,5.048,745.176174,0.00307077,1853.607,3024.025694
12312007,XEC.N,Cimarex Energy Co,Oil & Gas Exploration and Production,Energy,1167.767,137.441,862.8779923,0.009234578,2103.507,3508.26104
12312008,XEC.N,Cimarex Energy Co,Oil & Gas Exploration and Production,Energy,1583.578,3.715,1011.911743,0.017101549,1813.286,2229.666165
12312009,XEC.N,Cimarex Energy Co,Oil & Gas Exploration and Production,Energy,835.866,2.544,1078.839938,0.024229415,1406.431,4423.630163
12312010,XEC.N,Cimarex Energy Co,Oil & Gas Exploration and Production,Energy,1342.872,114.126,1271.723882,0.016978807,1748.415,7498.551023
12312011,XEC.N,Cimarex Energy Co,Oil & Gas Exploration and Production,Energy,1512.598,1.648,1442.43398,0.013315286,2226.764,5307.438404
12312012,XEC.N,Cimarex Energy Co,Oil & Gas Exploration and Production,Energy,1398.525,68.727,1615.727934,0.014987196,2830.416,4995.997671
12312013,XEC.N,Cimarex Energy Co,Oil & Gas Exploration and Production,Energy,1579.579,4.531,1881.930037,0.015708804,3230.927,9110.218957
12312014,XEC.N,Cimarex Energy Co,Oil & Gas Exploration and Production,Energy,1910.486,405.862,2167.866968,0.015724706,4207.837,9248.341848
12312015,XEC.N,Cimarex Energy Co,Oil & Gas Exploration and Production,Energy,959.896,779.382,2399.396691,0.024513514,2250.065,8451.739729
12312016,XEC.N,Cimarex Energy Co,Oil & Gas Exploration and Production,Energy,848.243,652.876,2720.44934,0.028260359,2194.735,12905.63125
12312017,XEC.N,Cimarex Energy Co,Oil & Gas Exploration and Production,Energy,1344.925,400.534,3130.403209,0.021114542,2474.361,11622.78253
12312007,CXO.N,Concho Resources Inc,Oil & Gas Exploration and Production,Energy,240.695,30.424,573.3574947,0.055996539,732.831,1562.938163
12312008,CXO.N,Concho Resources Inc,Oil & Gas Exploration and Production,Energy,470.455,17.752,755.443626,0.019488621,1490.049,1935.722063
12312009,CXO.N,Concho Resources Inc,Oil & Gas Exploration and Production,Energy,440.875,3.234,991.8959526,0.015412465,1835.657,3851.732626
12312010,CXO.N,Concho Resources Inc,Oil & Gas Exploration and Production,Energy,780.018,0.384,1354.26361,0.020132211,2984.62,8976.743549
12312011,CXO.N,Concho Resources Inc,Oil & Gas Exploration and Production,Energy,1418.787,0.342,1869.568254,0.030593173,3868.837,9720.298219
12312012,CXO.N,Concho Resources Inc,Oil & Gas Exploration and Production,Energy,1558.166,2.88,2542.280641,0.035661996,5123.241,8425.908722
12312013,CXO.N,Concho Resources Inc,Oil & Gas Exploration and Production,Energy,1756.463,0.021,3385.205611,0.037471789,5833.215,11346.6501
12312014,CXO.N,Concho Resources Inc,Oil & Gas Exploration and Production,Energy,2173.664,0.021,4454.132128,0.033481883,6470.992,11272.75508
12312015,CXO.N,Concho Resources Inc,Oil & Gas Exploration and Production,Energy,1984.139,228.55,5873.938718,0.037791142,5699.325,11992.34573
12312016,CXO.N,Concho Resources Inc,Oil & Gas Exploration and Production,Energy,1849.319,53,7761.705338,0.051639902,4496,19366.34138
12312017,CXO.N,Concho Resources Inc,Oil & Gas Exploration and Production,Energy,2292,0,10420.17771,0.030309321,4817,22337.11793
12311998,ABT.N,Abbott Laboratories,Pharmaceuticals,Healthcare,5788.926,411.065,6979.128264,0.020501502,7506.328,74363.44591
12311999,ABT.N,Abbott Laboratories,Pharmaceuticals,Healthcare,6052.172,723.296,7042.155284,0.022714156,7043.449,55273.77118
12312000,ABT.N,Abbott Laboratories,Pharmaceuticals,Healthcare,6138.485,1156.718,7023.919069,0.021555646,6712.348,74921.33286
12312001,ABT.N,Abbott Laboratories,Pharmaceuticals,Healthcare,7534.159,713.54,7912.747626,0.016325851,14236.991,86550.51648
12312002,ABT.N,Abbott Laboratories,Pharmaceuticals,Healthcare,8024.278,966.127,7938.406001,0.023772663,12928.127,62501.625
12312003,ABT.N,Abbott Laboratories,Pharmaceuticals,Healthcare,8793.555,1286.421,8914.418278,0.01842709,12967.05,72852.26299
12312004,ABT.N,Abbott Laboratories,Pharmaceuticals,Healthcare,10227.277,2058.962,8948.271582,0.013679404,14441.711,72652.35093
12312005,ABT.N,Abbott Laboratories,Pharmaceuticals,Healthcare,10883.606,2956.093,9500.064075,0.01446883,14725.932,61164.93333
12312006,ABT.N,Abbott Laboratories,Pharmaceuticals,Healthcare,12107.794,1373.435,10531.74196,0.019384753,22123.986,74763.21677
12312007,ABT.N,Abbott Laboratories,Pharmaceuticals,Healthcare,13155.732,2820.827,11687.76747,0.025706913,21935.384,86767.05183
12312008,ABT.N,Abbott Laboratories,Pharmaceuticals,Healthcare,16336.957,5079.625,12671.70488,0.023820473,24900.513,82807.94073
12312009,ABT.N,Abbott Laboratories,Pharmaceuticals,Healthcare,16006.538,9932.048,12373.74451,0.017978836,29394.227,83508.40762
12312010,ABT.N,Abbott Laboratories,Pharmaceuticals,Healthcare,19636.473,5451.45,14506.64971,0.01534482,37808.721,74060.04288
12312011,ABT.N,Abbott Laboratories,Pharmaceuticals,Healthcare,16888.135,8097.359,11488.44386,0.015471984,35750.748,87594.84535
12312012,ABT.N,Abbott Laboratories,Pharmaceuticals,Healthcare,17216,15174,11436.81639,0.028870417,40422,103533.7368
12312013,ABT.N,Abbott Laboratories,Pharmaceuticals,Healthcare,9844,8098,10019.67674,0.008368201,17686,59265.29581
12312014,ABT.N,Abbott Laboratories,Pharmaceuticals,Healthcare,10296,4460,10085.88642,0.009300899,19568,67790.69218
12312015,ABT.N,Abbott Laboratories,Pharmaceuticals,Healthcare,9874,6125,10338.44195,0.008332915,19921,66993.1403
12312016,ABT.N,Abbott Laboratories,Pharmaceuticals,Healthcare,10287,18775,10480.33989,0.01349025,31949,56551.40878
12312017,ABT.N,Abbott Laboratories,Pharmaceuticals,Healthcare,15381,9610,13173.57684,0.020309178,45152,99336.08121
12311998,AMGN.OQ,Amgen Inc,Pharmaceuticals,Healthcare,1684.3,1276,1595.642432,0.017297297,1110,26612.40995
12311999,AMGN.OQ,Amgen Inc,Pharmaceuticals,Healthcare,1892.8,1333,1857.26067,0.011004649,1054.1,61354.80475
12312000,AMGN.OQ,Amgen Inc,Pharmaceuticals,Healthcare,2489.8,2028.1,2192.884717,0.026080546,1085.1,66046.29833
12312001,AMGN.OQ,Amgen Inc,Pharmaceuticals,Healthcare,2477.5,2662.2,2499.280422,0.021698344,1225.9,59008.6523
12312002,AMGN.OQ,Amgen Inc,Pharmaceuticals,Healthcare,3735.1,4663.9,3172.755081,0.003922014,6170.3,62216.75695
12312003,AMGN.OQ,Amgen Inc,Pharmaceuticals,Healthcare,5538.2,5123,3865.187093,0.002825699,6724,79705.95236
12312004,AMGN.OQ,Amgen Inc,Pharmaceuticals,Healthcare,6291,5808,4720.159255,0.00136612,9516,81479.23813
12312005,AMGN.OQ,Amgen Inc,Pharmaceuticals,Healthcare,7843,5255,5319.29615,0.009495817,8846,97338.46479
12312006,AMGN.OQ,Amgen Inc,Pharmaceuticals,Healthcare,8938,6277,6229.506127,0.008229897,14824,79684.87573
12312007,AMGN.OQ,Amgen Inc,Pharmaceuticals,Healthcare,9071,7151,6679.728431,0.015384615,16770,50510.08886
12312008,AMGN.OQ,Amgen Inc,Pharmaceuticals,Healthcare,10152,9552,7543.38613,0.01949556,15542,60464.25
12312009,AMGN.OQ,Amgen Inc,Pharmaceuticals,Healthcare,9208,13442,6666.445538,0.017273906,16962,57256.67121
12312010,AMGN.OQ,Amgen Inc,Pharmaceuticals,Healthcare,8895,17422,7368.482936,0.021901545,19542,51870.36524
12312011,AMGN.OQ,Amgen Inc,Pharmaceuticals,Healthcare,10064,20641,9728.759489,0.014945379,29842,56282.9079
12312012,AMGN.OQ,Amgen Inc,Pharmaceuticals,Healthcare,11300,24061,10789.30536,0.017140587,35238,66146.02333
12312013,AMGN.OQ,Amgen Inc,Pharmaceuticals,Healthcare,12190,19401,11930.01418,0.021122442,44029,86130.4
12312014,AMGN.OQ,Amgen Inc,Pharmaceuticals,Healthcare,14354,27026,12570.74906,0.025444704,43231,121060.4
12312015,AMGN.OQ,Amgen Inc,Pharmaceuticals,Healthcare,15677,31382,13549.4617,0.025365494,43366,122450.0425
12312016,AMGN.OQ,Amgen Inc,Pharmaceuticals,Healthcare,16716,38085,14899.32608,0.027224561,47751,108768.9048
12312017,AMGN.OQ,Amgen Inc,Pharmaceuticals,Healthcare,17347,41678,15755.88856,0.023760349,54713,126235.849
12311998,BAX.N,Baxter International Inc,"Medical Equipment, Supplies & Distribution",Healthcare,2338,709,1867.784521,0.027153824,7034,18392.93549
12311999,BAX.N,Baxter International Inc,"Medical Equipment, Supplies & Distribution",Healthcare,2544,606,1973.545732,0.023824651,6296,18228.1875
12312000,BAX.N,Baxter International Inc,"Medical Equipment, Supplies & Distribution",Healthcare,2616,579,2000.392069,0.018109977,6074,25976.49892
12312001,BAX.N,Baxter International Inc,"Medical Equipment, Supplies & Distribution",Healthcare,2646,582,2169.70488,0.016550258,6586,31660.53384
12312002,BAX.N,Baxter International Inc,"Medical Equipment, Supplies & Distribution",Healthcare,2846,1169,2318.901111,0.00881572,9415,16612.02326
12312003,BAX.N,Baxter International Inc,"Medical Equipment, Supplies & Distribution",Healthcare,3373,925,2679.436631,0.013753027,10325,18626.4182
12312004,BAX.N,Baxter International Inc,"Medical Equipment, Supplies & Distribution",Healthcare,3553,1109,2973.809866,0.020398391,10442,21292.12939
12312005,BAX.N,Baxter International Inc,"Medical Equipment, Supplies & Distribution",Healthcare,3746,841,3071.565769,0.019696251,8428,23479.35362
12312006,BAX.N,Baxter International Inc,"Medical Equipment, Supplies & Distribution",Healthcare,4573,2485,3347.300162,0.01283575,8414,30360.24808
12312007,BAX.N,Baxter International Inc,"Medical Equipment, Supplies & Distribution",Healthcare,4950,2539,3691.664493,0.014800668,8378,36807.91031
12312008,BAX.N,Baxter International Inc,"Medical Equipment, Supplies & Distribution",Healthcare,5372,2131,4001.371017,0.017445688,9114,33234.96759
12312009,BAX.N,Baxter International Inc,"Medical Equipment, Supplies & Distribution",Healthcare,5708,2786,4050.198482,0.011777733,9934,35375.93031
12312010,BAX.N,Baxter International Inc,"Medical Equipment, Supplies & Distribution",Healthcare,5900,2685,4264.998331,0.010754699,10693,29497.65334
12312011,BAX.N,Baxter International Inc,"Medical Equipment, Supplies & Distribution",Healthcare,5887,2905,4565.701489,0.007513271,12245,27900.09611
12312012,BAX.N,Baxter International Inc,"Medical Equipment, Supplies & Distribution",Healthcare,6285,3317,4814.325786,0.010065613,13412,36621.53215
12312013,BAX.N,Baxter International Inc,"Medical Equipment, Supplies & Distribution",Healthcare,6257,2733,4846.984063,0.011948859,16738,37744.61829
12312014,BAX.N,Baxter International Inc,"Medical Equipment, Supplies & Distribution",Healthcare,6605,2925,5344.893048,0.011567123,17982,39721.58081
12312015,BAX.N,Baxter International Inc,"Medical Equipment, Supplies & Distribution",Healthcare,4781,7362,5147.383049,0.014714392,12097,20868.72526
12312016,BAX.N,Baxter International Inc,"Medical Equipment, Supplies & Distribution",Healthcare,4266,2802,4948.908561,0.013625103,7266,24117.40996
12312017,BAX.N,Baxter International Inc,"Medical Equipment, Supplies & Distribution",Healthcare,4355,3395,5073.059854,0.011757348,7995,35217.9355
12311998,BDX.N,Becton Dickinson and Co,"Medical Equipment, Supplies & Distribution",Healthcare,1426.486,90.641,1216.634614,0.028742712,2232.218,2867.874313
12311999,BDX.N,Becton Dickinson and Co,"Medical Equipment, Supplies & Distribution",Healthcare,1441.402,64.592,1334.676332,0.029112871,2668.27,1809.742063
12312000,BDX.N,Becton Dickinson and Co,"Medical Equipment, Supplies & Distribution",Healthcare,1667.667,54.757,1415.406262,0.030705763,2549.098,8822.585038
12312001,BDX.N,Becton Dickinson and Co,"Medical Equipment, Supplies & Distribution",Healthcare,1838.859,86.7,1466.093241,0.031096575,2473.52,8575.875298
12312002,BDX.N,Becton Dickinson and Co,"Medical Equipment, Supplies & Distribution",Healthcare,1896.984,244.965,1519.196388,0.022748884,2548.125,7878.770068
12312003,BDX.N,Becton Dickinson and Co,"Medical Equipment, Supplies & Distribution",Healthcare,2118.92,519.886,1723.772592,0.013302065,2675.299,10447.07514
12312004,BDX.N,Becton Dickinson and Co,"Medical Equipment, Supplies & Distribution",Healthcare,2596.626,751.497,2061.246767,0.031100496,2684.716,14365.58035
12312005,BDX.N,Becton Dickinson and Co,"Medical Equipment, Supplies & Distribution",Healthcare,2672.219,1129.698,2088.194956,0.024054344,2848.841,15016.67956
12312006,BDX.N,Becton Dickinson and Co,"Medical Equipment, Supplies & Distribution",Healthcare,2590.612,1106.675,2221.276383,0.022101374,2988.321,17165.1304
12312007,BDX.N,Becton Dickinson and Co,"Medical Equipment, Supplies & Distribution",Healthcare,2874.94,669.522,2424.585577,0.017095728,2967.408,20398.16638
12312008,BDX.N,Becton Dickinson and Co,"Medical Equipment, Supplies & Distribution",Healthcare,3393.203,1030.419,2588.948675,0.01220639,2977.375,16393.84117
12312009,BDX.N,Becton Dickinson and Co,"Medical Equipment, Supplies & Distribution",Healthcare,3438.001,1945.805,2707.684057,0.009704434,4161.912,18587.24972
12312010,BDX.N,Becton Dickinson and Co,"Medical Equipment, Supplies & Distribution",Healthcare,3493.601,1744.195,2851.655465,0.013851855,4216.114,18688.62611
12312011,BDX.N,Becton Dickinson and Co,"Medical Equipment, Supplies & Distribution",Healthcare,3571.556,1563.313,3087.301779,0.014997359,5602.253,15960.51606
12312012,BDX.N,Becton Dickinson and Co,"Medical Equipment, Supplies & Distribution",Healthcare,3818.24,2180.731,3434.376641,0.018637734,7225.02,15165.8224
12312013,BDX.N,Becton Dickinson and Co,"Medical Equipment, Supplies & Distribution",Healthcare,4070,2608,4102.963155,0.020121007,7107,21326.90963
12312014,BDX.N,Becton Dickinson and Co,"Medical Equipment, Supplies & Distribution",Healthcare,4026,2745,3998.534898,0.018258047,7394,26849.36355
12312015,BDX.N,Becton Dickinson and Co,"Medical Equipment, Supplies & Distribution",Healthcare,4708,1444,4898.307508,0.019208864,19314,32638.80849
12312016,BDX.N,Becton Dickinson and Co,"Medical Equipment, Supplies & Distribution",Healthcare,5995,1568,5581.770173,0.021834791,17953,35300.56439
12312017,BDX.N,Becton Dickinson and Co,"Medical Equipment, Supplies & Distribution",Healthcare,6076,14200,5923.704335,0.023844106,24786,49107.03495
12311998,BSX.N,Boston Scientific Corp,Advanced Medical Equipment & Technology,Healthcare,1115.543,75.403,4157.972384,0.02199947,3071.574,5267.574687
12311999,BSX.N,Boston Scientific Corp,Advanced Medical Equipment & Technology,Healthcare,1736,78,3946.263712,0.063852814,1848,9071.589166
12312000,BSX.N,Boston Scientific Corp,Advanced Medical Equipment & Technology,Healthcare,1676,60,3610.650055,0.04691689,1492,5547.439793
12312001,BSX.N,Boston Scientific Corp,Advanced Medical Equipment & Technology,Healthcare,1475,185,3378.762007,0.030117407,1959,9728.5889
12312002,BSX.N,Boston Scientific Corp,Advanced Medical Equipment & Technology,Healthcare,1781,260,3188.173725,0.021684317,1983,17341.41297
12312003,BSX.N,Boston Scientific Corp,Advanced Medical Equipment & Technology,Healthcare,2010,752,3141.817994,0.018329221,2837,30262.95158
12312004,BSX.N,Boston Scientific Corp,Advanced Medical Equipment & Technology,Healthcare,3610,1640,3523.948692,0.01544029,4145,30021.15276
12312005,BSX.N,Boston Scientific Corp,Advanced Medical Equipment & Technology,Healthcare,2807,848,3442.107166,0.022994379,3914,20069.16485
12312006,BSX.N,Boston Scientific Corp,Advanced Medical Equipment & Technology,Healthcare,4955,1668,4487.092148,0.027913244,15584,25325.53306
12312007,BSX.N,Boston Scientific Corp,Advanced Medical Equipment & Technology,Healthcare,4413,1452,4711.932806,0.035403727,16100,17337.83846
12312008,BSX.N,Boston Scientific Corp,Advanced Medical Equipment & Technology,Healthcare,4242,1641,4129.864622,0.033512352,13965,11621.79371
12312009,BSX.N,Boston Scientific Corp,Advanced Medical Equipment & Technology,Healthcare,3863,864,4016.307796,0.031609195,12876,13593.86991
12312010,BSX.N,Boston Scientific Corp,Advanced Medical Equipment & Technology,Healthcare,3293,213,3852.847906,0.036281388,10832,11506.97986
12312011,BSX.N,Boston Scientific Corp,Advanced Medical Equipment & Technology,Healthcare,3771,267,3555.218599,0.028278152,9937,7911.240657
12312012,BSX.N,Boston Scientific Corp,Advanced Medical Equipment & Technology,Healthcare,4060,207,3489.286086,0.02537923,10284,7768.227789
12312013,BSX.N,Boston Scientific Corp,Advanced Medical Equipment & Technology,Healthcare,4090,217,3615.03527,0.032795056,10032,16049.36131
12312014,BSX.N,Boston Scientific Corp,Advanced Medical Equipment & Technology,Healthcare,4368,587,3667.557317,0.020914167,10567,17575.99104
12312015,BSX.N,Boston Scientific Corp,Advanced Medical Equipment & Technology,Healthcare,3822,319,3640.038534,0.02404131,11813,24805.39656
12312016,BSX.N,Boston Scientific Corp,Advanced Medical Equipment & Technology,Healthcare,4498,196,3771.750408,0.020505148,11363,29453.07459
12312017,BSX.N,Boston Scientific Corp,Advanced Medical Equipment & Technology,Healthcare,4942,188,3924.040689,0.019534497,12030,34041.51687
12311998,BMY.N,Bristol-Myers Squibb Co,Pharmaceuticals,Healthcare,9142,2529,6244.441731,0.018054278,8696,132952.3102
12311999,BMY.N,Bristol-Myers Squibb Co,Pharmaceuticals,Healthcare,9692,2957,6371.964147,0.0153501,8469,127143.2419
12312000,BMY.N,Bristol-Myers Squibb Co,Pharmaceuticals,Healthcare,10142,3385,6413.917484,0.011349818,9868,144574.4574
12312001,BMY.N,Bristol-Myers Squibb Co,Pharmaceuticals,Healthcare,10813,5654,6385.311254,0.009713401,18737,98677.68808
12312002,BMY.N,Bristol-Myers Squibb Co,Pharmaceuticals,Healthcare,6587,3989,6607.155178,0.023054224,16266,44842.5889
12312003,BMY.N,Bristol-Myers Squibb Co,Pharmaceuticals,Healthcare,9837,5562,7311.459194,0.016419432,17662,55463.59284
12312004,BMY.N,Bristol-Myers Squibb Co,Pharmaceuticals,Healthcare,9957,7474,7789.233456,0.01749617,20233,49846.464
12312005,BMY.N,Bristol-Myers Squibb Co,Pharmaceuticals,Healthcare,8887,5799,8081.488345,0.035321914,16930,44960.84424
12312006,BMY.N,Bristol-Myers Squibb Co,Pharmaceuticals,Healthcare,8538,4013,7508.234469,0.043762834,15584,51764.2848
12312007,BMY.N,Bristol-Myers Squibb Co,Pharmaceuticals,Healthcare,8801,2225,6724.482673,0.039703202,15364,52470.12299
12312008,BMY.N,Bristol-Myers Squibb Co,Pharmaceuticals,Healthcare,9338,8265,6731.244037,0.017941891,17278,45895.5
12312009,BMY.N,Bristol-Myers Squibb Co,Pharmaceuticals,Healthcare,9353,8514,6412.529889,0.012698021,16223,43220.28714
12312010,BMY.N,Bristol-Myers Squibb Co,Pharmaceuticals,Healthcare,9332,7301,5990.351807,0.011529991,15438,45325.42836
12312011,BMY.N,Bristol-Myers Squibb Co,Pharmaceuticals,Healthcare,10171,8733,6505.721622,0.009998246,17103,121459.5935
12312012,BMY.N,Bristol-Myers Squibb Co,Pharmaceuticals,Healthcare,12199,2829,6458.65143,0.010827081,22259,53795.94991
12312013,BMY.N,Bristol-Myers Squibb Co,Pharmaceuticals,Healthcare,8752,4525,6434.153589,0.011474568,23356,87513.75524
12312014,BMY.N,Bristol-Myers Squibb Co,Pharmaceuticals,Healthcare,8208,7435,6314.240735,0.012682511,18766,97917.57626
12312015,BMY.N,Bristol-Myers Squibb Co,Pharmaceuticals,Healthcare,7130,4270,6306.92578,0.010621104,17324,114761.4157
12312016,BMY.N,Bristol-Myers Squibb Co,Pharmaceuticals,Healthcare,8160,6350,6412.221921,0.011002304,17360,97666.67804
12312017,BMY.N,Bristol-Myers Squibb Co,Pharmaceuticals,Healthcare,10177,6812,6241.142647,0.009906008,21704,100296.9574
12311998,CERN.OQ,Cerner Corp,Advanced Medical Equipment & Technology,Healthcare,151.433,42.658,217.5256,0.015144367,165.342,373.08225
12311999,CERN.OQ,Cerner Corp,Advanced Medical Equipment & Technology,Healthcare,202.165,75.677,258.6839232,0.02120204,281.954,658.9927181
12312000,CERN.OQ,Cerner Corp,Advanced Medical Equipment & Technology,Healthcare,259.433,90.893,303.9248328,0.026945954,272.694,1598.239605
12312001,CERN.OQ,Cerner Corp,Advanced Medical Equipment & Technology,Healthcare,337.46,107.536,386.6253618,0.023123955,317.463,1738.254083
12312002,CERN.OQ,Cerner Corp,Advanced Medical Equipment & Technology,Healthcare,413.115,142.543,509.0937065,0.01993981,347.897,1109.989677
12312003,CERN.OQ,Cerner Corp,Advanced Medical Equipment & Technology,Healthcare,553.501,121.839,574.0931973,0.022979526,358.406,1340.900519
12312004,CERN.OQ,Cerner Corp,Advanced Medical Equipment & Technology,Healthcare,624.433,189.784,636.6757553,0.023914664,383.614,1932.060568
12312005,CERN.OQ,Cerner Corp,Advanced Medical Equipment & Technology,Healthcare,786.42,274.287,768.0040797,0.017956479,541.81,3474.977295
12312006,CERN.OQ,Cerner Corp,Advanced Medical Equipment & Technology,Healthcare,919.223,308.784,931.8088555,0.021949785,572.853,3555.319586
12312007,CERN.OQ,Cerner Corp,Advanced Medical Equipment & Technology,Healthcare,1051.697,344.514,1063.063312,0.021616491,556.242,4509.507402
12312008,CERN.OQ,Cerner Corp,Advanced Medical Equipment & Technology,Healthcare,1120.911,308.894,1172.396527,0.018547793,568.693,3114.475685
12312009,CERN.OQ,Cerner Corp,Advanced Medical Equipment & Technology,Healthcare,1183.483,558.836,1224.678922,0.015117063,567.769,6729.720481
12312010,CERN.OQ,Cerner Corp,Advanced Medical Equipment & Technology,Healthcare,1361.034,571.012,1357.418494,0.013352069,517.373,7849.445945
12312011,CERN.OQ,Cerner Corp,Advanced Medical Equipment & Technology,Healthcare,1566.962,774.781,1548.494378,0.008390894,689.557,10376.10611
12312012,CERN.OQ,Cerner Corp,Advanced Medical Equipment & Technology,Healthcare,1898.969,1036.785,1805.900482,0.007404532,870.818,13297.93688
12312013,CERN.OQ,Cerner Corp,Advanced Medical Equipment & Technology,Healthcare,2184.066,879.381,2205.344021,0.00749221,930.7,19133.47527
12312014,CERN.OQ,Cerner Corp,Advanced Medical Equipment & Technology,Healthcare,2495.146,1420.866,2484.035927,0.005890543,964.597,22079.59517
12312015,CERN.OQ,Cerner Corp,Advanced Medical Equipment & Technology,Healthcare,3315.116,513.181,3249.55028,0.007781982,1691.6,20584.44142
12312016,CERN.OQ,Cerner Corp,Advanced Medical Equipment & Technology,Healthcare,3728.501,356.449,3618.601083,0.010860062,1702.016,16081.94101
12312017,CERN.OQ,Cerner Corp,Advanced Medical Equipment & Technology,Healthcare,3957.677,805.767,3973.840933,0.010638001,1683.963,22401.43984
12311998,COO.N,Cooper Companies Inc,"Medical Equipment, Supplies & Distribution",Healthcare,73.847,7.333,191.2360119,0.041468817,150.788,308.5324854
12311999,COO.N,Cooper Companies Inc,"Medical Equipment, Supplies & Distribution",Healthcare,99.507,20.922,209.1501906,0.059541608,121.73,423.6545929
12312000,COO.N,Cooper Companies Inc,"Medical Equipment, Supplies & Distribution",Healthcare,125.096,14.608,230.5656731,0.038218921,124.127,570.0927155
12312001,COO.N,Cooper Companies Inc,"Medical Equipment, Supplies & Distribution",Healthcare,119.127,20.91,249.7726146,0.02659268,140.565,760.8586348
12312002,COO.N,Cooper Companies Inc,"Medical Equipment, Supplies & Distribution",Healthcare,191.464,13.005,302.1997143,0.033838713,259.673,773.274325
12312003,COO.N,Cooper Companies Inc,"Medical Equipment, Supplies & Distribution",Healthcare,249.372,53.179,347.6113844,0.024562901,283.517,1513.037012
12312004,COO.N,Cooper Companies Inc,"Medical Equipment, Supplies & Distribution",Healthcare,297.736,41.197,386.1869319,0.022453254,267.4,2312.836949
12312005,COO.N,Cooper Companies Inc,"Medical Equipment, Supplies & Distribution",Healthcare,511.521,30.826,529.9707507,0.032787156,906.605,2266.44544
12312006,COO.N,Cooper Companies Inc,"Medical Equipment, Supplies & Distribution",Healthcare,545.682,8.224,610.9525278,0.038323895,974.092,2001.736069
12312007,COO.N,Cooper Companies Inc,"Medical Equipment, Supplies & Distribution",Healthcare,591.427,3.226,687.608463,0.043540762,1136.682,1707.668016
12312008,COO.N,Cooper Companies Inc,"Medical Equipment, Supplies & Distribution",Healthcare,576.616,1.944,725.5985028,0.043385104,1170.54,740.1095648
12312009,COO.N,Cooper Companies Inc,"Medical Equipment, Supplies & Distribution",Healthcare,658.864,3.932,697.6145902,0.043638323,1011.565,1724.841333
12312010,COO.N,Cooper Companies Inc,"Medical Equipment, Supplies & Distribution",Healthcare,737.388,3.573,749.0629316,0.042724546,858.242,2582.471172
12312011,COO.N,Cooper Companies Inc,"Medical Equipment, Supplies & Distribution",Healthcare,875.048,5.175,836.7282802,0.037304048,687.03,3374.141668
12312012,COO.N,Cooper Companies Inc,"Medical Equipment, Supplies & Distribution",Healthcare,891.795,12.84,894.5002401,0.016163938,728.226,4483.951155
12312013,COO.N,Cooper Companies Inc,"Medical Equipment, Supplies & Distribution",Healthcare,1035.828,77.393,958.918589,0.012844528,713.767,5944.390713
12312014,COO.N,Cooper Companies Inc,"Medical Equipment, Supplies & Distribution",Healthcare,1145.903,25.222,1052.697623,0.004259586,1869.9,7806.008672
12312015,COO.N,Cooper Companies Inc,"Medical Equipment, Supplies & Distribution",Healthcare,1121.616,16.426,1116.372526,0.010136285,1785.96,6478.495069
12312016,COO.N,Cooper Companies Inc,"Medical Equipment, Supplies & Distribution",Healthcare,1258.625,100.8,1160.43076,0.014691199,1782.7,8534.239588
12312017,COO.N,Cooper Companies Inc,"Medical Equipment, Supplies & Distribution",Healthcare,1426.1,88.8,1271.373485,0.019846693,1682.9,10645.83599
12311998,DHR.N,Danaher Corp,Advanced Medical Equipment & Technology,Healthcare,1152.897,47.798,1414.646412,0.018398398,1440.071,7331.075669
