fyear,ticker,firmname,industry,sector,statevariable,cash,fixedcosts,couponrate,liabilities,equityobserved
12312017,CLX.N,Clorox Co,Household Products,Consumer Non-Cyclicals,2365,418,1683.592198,0.021830811,4031,19178.32008
12311998,KO.N,Coca-Cola Co,Non-Alcoholic Beverages,Consumer Non-Cyclicals,11942,1807,9531.373583,0.027741575,10742,165161.9816
12311999,KO.N,Coca-Cola Co,Non-Alcoholic Beverages,Consumer Non-Cyclicals,12700,1812,9968.664504,0.027828241,12110,143876.368
12312000,KO.N,Coca-Cola Co,Non-Alcoholic Beverages,Consumer Non-Cyclicals,10059,1892,7771.305752,0.039763848,11518,151112.1873
12312001,KO.N,Coca-Cola Co,Non-Alcoholic Beverages,Consumer Non-Cyclicals,10563,1934,7914.365013,0.027508823,11051,117251.3338
12312002,KO.N,Coca-Cola Co,Non-Alcoholic Beverages,Consumer Non-Cyclicals,11942,2345,8846.171459,0.015786134,12606,108684.3009
12312003,KO.N,Coca-Cola Co,Non-Alcoholic Beverages,Consumer Non-Cyclicals,12923,3482,9321.34881,0.013582855,13252,124414.2488
12312004,KO.N,Coca-Cola Co,Non-Alcoholic Beverages,Consumer Non-Cyclicals,14054,6768,10174.85258,0.012640268,15506,100745.2949
12312005,KO.N,Coca-Cola Co,Non-Alcoholic Beverages,Consumer Non-Cyclicals,15402,4767,11332.01206,0.018359853,13072,95904.34931
12312006,KO.N,Coca-Cola Co,Non-Alcoholic Beverages,Consumer Non-Cyclicals,15608,2590,12301.57756,0.016867285,13043,113088.1542
12312007,KO.N,Coca-Cola Co,Non-Alcoholic Beverages,Consumer Non-Cyclicals,18551,4308,14386.77363,0.021184669,21525,141824.6417
12312008,KO.N,Coca-Cola Co,Non-Alcoholic Beverages,Consumer Non-Cyclicals,19805,4979,15597.35911,0.023401333,19657,104664.24
12312009,KO.N,Coca-Cola Co,Non-Alcoholic Beverages,Consumer Non-Cyclicals,19899,9213,15501.69463,0.015585214,22778,132079.3439
12312010,KO.N,Coca-Cola Co,Non-Alcoholic Beverages,Consumer Non-Cyclicals,23438,11337,18173.81872,0.017618498,41604,152720.1579
12312011,KO.N,Coca-Cola Co,Non-Alcoholic Beverages,Consumer Non-Cyclicals,27472,14117,22805.53358,0.011924334,48053,158918.1174
12312012,KO.N,Coca-Cola Co,Non-Alcoholic Beverages,Consumer Non-Cyclicals,28930,16648,23700.5016,0.010828963,53006,162587.1046
12312013,KO.N,Coca-Cola Co,Non-Alcoholic Beverages,Consumer Non-Cyclicals,28418,20331,23976.35418,0.008902234,56615,182421.7681
12312014,KO.N,Coca-Cola Co,Non-Alcoholic Beverages,Consumer Non-Cyclicals,28399,21742,24655.81427,0.00831408,61462,184928.3646
12312015,KO.N,Coca-Cola Co,Non-Alcoholic Beverages,Consumer Non-Cyclicals,27833,20024,25045.83437,0.013295554,64232,186832.4023
12312016,KO.N,Coca-Cola Co,Non-Alcoholic Beverages,Consumer Non-Cyclicals,24778,22516,24701.75207,0.01108509,64050,178815.2974
12312017,KO.N,Coca-Cola Co,Non-Alcoholic Beverages,Consumer Non-Cyclicals,20392,20728,23108.4652,0.012144692,68919,195479.4165
12311998,CL.N,Colgate-Palmolive Co,Personal Products,Consumer Non-Cyclicals,4601.3,194.5,3741.066508,0.041980965,5369.1,27194.54569
12311999,CL.N,Colgate-Palmolive Co,Personal Products,Consumer Non-Cyclicals,4780.3,235.2,3829.153254,0.043482314,5363.1,37867.78073
12312000,CL.N,Colgate-Palmolive Co,Personal Products,Consumer Non-Cyclicals,4711.2,212.5,3541.198652,0.03889183,5667,36937.8735
12312001,CL.N,Colgate-Palmolive Co,Personal Products,Consumer Non-Cyclicals,4645.5,172.7,3534.222383,0.03732538,5934.3,31861.53293
12312002,CL.N,Colgate-Palmolive Co,Personal Products,Consumer Non-Cyclicals,4817.9,167.9,3627.652766,0.02645608,6527.8,28221.14346
12312003,CL.N,Colgate-Palmolive Co,Personal Products,Consumer Non-Cyclicals,5217.8,265.3,3901.42738,0.024116789,6377.3,26888.84578
12312004,CL.N,Colgate-Palmolive Co,Personal Products,Consumer Non-Cyclicals,5528.5,319.6,4258.093729,0.020744644,7211.5,27129.37548
12312005,CL.N,Colgate-Palmolive Co,Personal Products,Consumer Non-Cyclicals,5908.1,351,4642.509963,0.024200065,7053.7,28415.31779
12312006,CL.N,Colgate-Palmolive Co,Personal Products,Consumer Non-Cyclicals,6325.9,501,5060.645641,0.025645739,7615.3,33554.24052
12312007,CL.N,Colgate-Palmolive Co,Personal Products,Consumer Non-Cyclicals,7386,451.3,5730.382558,0.025272489,7715.9,39741.0318
12312008,CL.N,Colgate-Palmolive Co,Personal Products,Consumer Non-Cyclicals,7800,566.9,6137.415629,0.016885081,7936,34593.14972
12312009,CL.N,Colgate-Palmolive Co,Personal Products,Consumer Non-Cyclicals,8731,641,6139.553828,0.014980322,7877,40844.25117
12312010,CL.N,Colgate-Palmolive Co,Personal Products,Consumer Non-Cyclicals,8721,564,6245.021214,0.011849192,8355,38793.27531
12312011,CL.N,Colgate-Palmolive Co,Personal Products,Consumer Non-Cyclicals,8723,950,6615.058009,0.005695767,10183,44716.69505
12312012,CL.N,Colgate-Palmolive Co,Personal Products,Consumer Non-Cyclicals,9193,1000,6841.92177,0.007270084,11004,49393.23838
12312013,CL.N,Colgate-Palmolive Co,Personal Products,Consumer Non-Cyclicals,9408,962,7109.88864,0.010306577,11449,60332.86487
12312014,CL.N,Colgate-Palmolive Co,Personal Products,Consumer Non-Cyclicals,9351,1331,7024.254685,0.011015405,12074,63059.64962
12312015,CL.N,Colgate-Palmolive Co,Personal Products,Consumer Non-Cyclicals,8482,1031,6574.337336,0.011102763,11979,59752.94744
12312016,CL.N,Colgate-Palmolive Co,Personal Products,Consumer Non-Cyclicals,8475,1338,6450.476929,0.013381794,12106,58165.86001
12312017,CL.N,Colgate-Palmolive Co,Personal Products,Consumer Non-Cyclicals,8615,1549,6758.038356,0.01230596,12433,66253.03908
12311998,TAP.N,Molson Coors Brewing Co,Brewers,Consumer Non-Cyclicals,832.017,256.228,787.4680698,0.018675999,685.8,2842.526987
12311999,TAP.N,Molson Coors Brewing Co,Brewers,Consumer Non-Cyclicals,914.298,276.993,884.3980379,0.014160721,704.837,2966.847245
12312000,TAP.N,Molson Coors Brewing Co,Brewers,Consumer Non-Cyclicals,1011.14,192.52,937.375228,0.010997037,696.915,4548.861245
12312001,TAP.N,Molson Coors Brewing Co,Brewers,Consumer Non-Cyclicals,918.026,309.705,960.7344326,0.009601969,788.38,3970.033177
12312002,TAP.N,Molson Coors Brewing Co,Brewers,Consumer Non-Cyclicals,1386.704,59.167,1397.503925,0.02138975,3315.56,4867.553252
12312003,TAP.N,Molson Coors Brewing Co,Brewers,Consumer Non-Cyclicals,1715.982,19.44,1494.419254,0.025554202,3177.364,5508.985417
12312004,TAP.N,Molson Coors Brewing Co,Brewers,Consumer Non-Cyclicals,1795.568,123.013,1646.184282,0.023991138,3019.49,6504.200748
12312005,TAP.N,Molson Coors Brewing Co,Brewers,Consumer Non-Cyclicals,2185.897,39.413,2163.495629,0.020515008,6390.736,7903.350551
12312006,TAP.N,Molson Coors Brewing Co,Brewers,Consumer Non-Cyclicals,2681.719,182.186,2304.645735,0.024928236,5739.275,6561.32285
12312007,TAP.N,Molson Coors Brewing Co,Brewers,Consumer Non-Cyclicals,2485.3,377.023,2389.693754,0.021554947,6258.424,9482.990015
12312008,TAP.N,Molson Coors Brewing Co,Brewers,Consumer Non-Cyclicals,1882.9,216.2,2045.958556,0.027396945,4347.2,8966.731381
12312009,TAP.N,Molson Coors Brewing Co,Brewers,Consumer Non-Cyclicals,1855.7,734.2,1674.638107,0.019601079,4928.3,8352.124344
12312010,TAP.N,Molson Coors Brewing Co,Brewers,Consumer Non-Cyclicals,1872.4,1217.6,1895.284593,0.022698249,4855,9354.483715
12312011,TAP.N,Molson Coors Brewing Co,Brewers,Consumer Non-Cyclicals,2007.2,1078.9,2020.454648,0.025076052,4733.6,7900.392581
12312012,TAP.N,Molson Coors Brewing Co,Brewers,Consumer Non-Cyclicals,2256.6,624,2287.638139,0.023879036,8220.6,7755.938263
12312013,TAP.N,Molson Coors Brewing Co,Brewers,Consumer Non-Cyclicals,2535.1,442.3,2513.891002,0.026446043,6950,10319.54609
12312014,TAP.N,Molson Coors Brewing Co,Brewers,Consumer Non-Cyclicals,2608.1,624.6,2628.672702,0.023793896,6094,13832.89539
12312015,TAP.N,Molson Coors Brewing Co,Brewers,Consumer Non-Cyclicals,1874.5,430.9,2651.288966,0.023076038,5213.2,17310.80554
12312016,TAP.N,Molson Coors Brewing Co,Brewers,Consumer Non-Cyclicals,2879.2,560.9,3455.14053,0.009170532,17719.8,20910.05102
12312017,TAP.N,Molson Coors Brewing Co,Brewers,Consumer Non-Cyclicals,5483.8,418.6,5560.078753,0.034802729,16811.9,17713.72194
12311998,ESRX.OQ,Express Scripts Holding Co,Drug Retailers,Consumer Non-Cyclicals,295.794,122.589,366.3291601,0.023919117,845.767,989.4225
12311999,ESRX.OQ,Express Scripts Holding Co,Drug Retailers,Consumer Non-Cyclicals,569.86,132.63,590.4590329,0.034459112,1787.829,2466.304
12312000,ESRX.OQ,Express Scripts Holding Co,Drug Retailers,Consumer Non-Cyclicals,632.837,53.204,666.2868856,0.030655466,1571.4,3946.532105
12312001,ESRX.OQ,Express Scripts Holding Co,Drug Retailers,Consumer Non-Cyclicals,674.502,177.715,726.0893455,0.020872796,1668.248,3627.295805
12312002,ESRX.OQ,Express Scripts Holding Co,Drug Retailers,Consumer Non-Cyclicals,921.552,190.654,891.5146175,0.019912555,2204.137,3742.547745
12312003,ESRX.OQ,Express Scripts Holding Co,Drug Retailers,Consumer Non-Cyclicals,916.554,396.04,929.9869332,0.018696892,2215.181,5217.64145
12312004,ESRX.OQ,Express Scripts Holding Co,Drug Retailers,Consumer Non-Cyclicals,964.879,166.054,1029.798419,0.010087895,2403.772,5808.195098
12312005,ESRX.OQ,Express Scripts Holding Co,Drug Retailers,Consumer Non-Cyclicals,1374.3,477.9,1249.447182,0.009407501,4028.7,12204.09761
12312006,ESRX.OQ,Express Scripts Holding Co,Drug Retailers,Consumer Non-Cyclicals,1423.4,131,1560.108739,0.030553324,3983.2,9697.2892
12312007,ESRX.OQ,Express Scripts Holding Co,Drug Retailers,Consumer Non-Cyclicals,1637.5,434.7,1757.013351,0.024605263,4560,18399.212
12312008,ESRX.OQ,Express Scripts Holding Co,Drug Retailers,Consumer Non-Cyclicals,1936.9,530.7,1961.079266,0.017512977,4431,13605.29582
12312009,ESRX.OQ,Express Scripts Holding Co,Drug Retailers,Consumer Non-Cyclicals,2892.4,1070.4,2462.804503,0.023199752,8379.4,23741.3024
12312010,ESRX.OQ,Express Scripts Holding Co,Drug Retailers,Consumer Non-Cyclicals,3171.8,523.7,2651.934436,0.024039015,6951.2,28441.70455
12312011,ESRX.OQ,Express Scripts Holding Co,Drug Retailers,Consumer Non-Cyclicals,3285.1,5620.1,2993.861325,0.022822635,13131.7,21742.04252
12312012,ESRX.OQ,Express Scripts Holding Co,Drug Retailers,Consumer Non-Cyclicals,8401.7,2793.1,5926.761834,0.017830652,34715.5,44085.6
12312013,ESRX.OQ,Express Scripts Holding Co,Drug Retailers,Consumer Non-Cyclicals,8043.5,1991.4,5968.079815,0.0188024,31703.4,56599.81344
12312014,ESRX.OQ,Express Scripts Holding Co,Drug Retailers,Consumer Non-Cyclicals,7199.1,1832.6,5859.062946,0.017304798,33684.3,62140.1597
12312015,ESRX.OQ,Express Scripts Holding Co,Drug Retailers,Consumer Non-Cyclicals,8721.3,3186.3,7693.263515,0.014446725,35862.8,59113.28516
12312016,ESRX.OQ,Express Scripts Holding Co,Drug Retailers,Consumer Non-Cyclicals,9146.9,3077.2,8775.515532,0.019571225,35501.1,42417.35859
12312017,ESRX.OQ,Express Scripts Holding Co,Drug Retailers,Consumer Non-Cyclicals,9227.3,2309.6,9290.402751,0.01682512,36130.5,42274.08072
12311998,GIS.N,General Mills Inc,Food Processing,Consumer Non-Cyclicals,3397.7,6.4,3240.517403,0.035301809,3671.2,11923.14327
12311999,GIS.N,General Mills Inc,Food Processing,Consumer Non-Cyclicals,3475.2,3.9,3388.802077,0.032918396,3976.5,10765.32196
12312000,GIS.N,General Mills Inc,Food Processing,Consumer Non-Cyclicals,2265.4,25.6,2177.173195,0.03440617,4862.5,12653.52281
12312001,GIS.N,General Mills Inc,Food Processing,Consumer Non-Cyclicals,2344.8,64.1,2252.834009,0.042647351,5039,18998.20437
12312002,GIS.N,General Mills Inc,Food Processing,Consumer Non-Cyclicals,3631,975,3374.187829,0.050581531,12811,17313.60248
12312003,GIS.N,General Mills Inc,Food Processing,Consumer Non-Cyclicals,4684,703,3720.638024,0.0422484,13752,16979.93372
12312004,GIS.N,General Mills Inc,Food Processing,Consumer Non-Cyclicals,4433,751,3651.28802,0.041004573,12901,18148.09449
12312005,GIS.N,General Mills Inc,Food Processing,Consumer Non-Cyclicals,4277,573,3174.141303,0.043084303,11257,17566.84026
12312006,GIS.N,General Mills Inc,Food Processing,Consumer Non-Cyclicals,4448.5,647,3308.20142,0.038148115,11167,19880.63245
12312007,GIS.N,General Mills Inc,Food Processing,Consumer Non-Cyclicals,4599.2,417,3563.471982,0.039058502,11726,19195.52759
12312008,GIS.N,General Mills Inc,Food Processing,Consumer Non-Cyclicals,4790.1,674.3,3788.156659,0.034696229,12583.5,19916.98227
12312009,GIS.N,General Mills Inc,Food Processing,Consumer Non-Cyclicals,5125.8,773.2,4038.259189,0.032460288,12458.3,23334.53487
12312010,GIS.N,General Mills Inc,Food Processing,Consumer Non-Cyclicals,5728,673.2,4300.383373,0.031926124,12030.9,22628.53897
12312011,GIS.N,General Mills Inc,Food Processing,Consumer Non-Cyclicals,5076.8,619.6,4312.433078,0.029322766,12062.3,26050.35418
12312012,GIS.N,General Mills Inc,Food Processing,Consumer Non-Cyclicals,6149.7,471.2,4522.612239,0.025453599,14214.1,26135.41024
12312013,GIS.N,General Mills Inc,Food Processing,Consumer Non-Cyclicals,6831.8,741.4,4699.524862,0.021217682,15529.5,31170.60843
12312014,GIS.N,General Mills Inc,Food Processing,Consumer Non-Cyclicals,6323.5,867.3,4590.075018,0.019733214,16140.3,32197.86415
12312015,GIS.N,General Mills Inc,Food Processing,Consumer Non-Cyclicals,6154.8,334.2,4433.666854,0.019988686,16439.3,34212.28348
12312016,GIS.N,General Mills Inc,Food Processing,Consumer Non-Cyclicals,6056.5,763.7,4262.704586,0.019012264,16405.2,35827.29627
12312017,GIS.N,General Mills Inc,Food Processing,Consumer Non-Cyclicals,5390.7,766.1,3927.992506,0.017638713,17127.1,33738.60625
12311998,HSY.N,Hershey Co,Food Processing,Consumer Non-Cyclicals,1172.243,39.024,912.6211591,0.037683594,2361.797,8180.579063
12311999,HSY.N,Hershey Co,Food Processing,Consumer Non-Cyclicals,1068.602,118.078,877.4094341,0.034385739,2248.025,6257.368008
12312000,HSY.N,Hershey Co,Food Processing,Consumer Non-Cyclicals,1220.289,31.969,946.5394049,0.035844589,2272.728,6802.816473
12312001,HSY.N,Hershey Co,Food Processing,Consumer Non-Cyclicals,1625.424,134.147,1069.959409,0.034302499,2100.226,9181.193993
12312002,HSY.N,Hershey Co,Food Processing,Consumer Non-Cyclicals,1523.167,297.743,1062.370474,0.030537052,2108.848,9181.461125
12312003,HSY.N,Hershey Co,Food Processing,Consumer Non-Cyclicals,1490.921,114.793,1085.831018,0.028378746,2302.674,10017.73408
12312004,HSY.N,Hershey Co,Food Processing,Consumer Non-Cyclicals,1788.042,54.837,1195.836596,0.049775721,2675.682,10288.29747
12312005,HSY.N,Hershey Co,Food Processing,Consumer Non-Cyclicals,1464.233,67.183,1215.646732,0.027565067,3246.319,9980.382266
12312006,HSY.N,Hershey Co,Food Processing,Consumer Non-Cyclicals,1701.309,97.141,1210.507812,0.033889806,3474.142,8516.947043
12312007,HSY.N,Hershey Co,Food Processing,Consumer Non-Cyclicals,1801.16,129.198,1275.664068,0.034896303,3623.593,8945.756486
12312008,HSY.N,Hershey Co,Food Processing,Consumer Non-Cyclicals,1692.258,37.103,1448.873641,0.030345457,3284.775,7890.282827
12312009,HSY.N,Hershey Co,Food Processing,Consumer Non-Cyclicals,2366.044,253.605,1601.366748,0.031434882,2914.692,7920.014186
12312010,HSY.N,Hershey Co,Food Processing,Consumer Non-Cyclicals,2424.339,884.642,1851.126948,0.029363764,3335.131,10290.96462
12312011,HSY.N,Hershey Co,Food Processing,Consumer Non-Cyclicals,2172.733,693.686,1942.66253,0.027761715,3526.151,13193.65511
12312012,HSY.N,Hershey Co,Food Processing,Consumer Non-Cyclicals,2836.187,728.272,2131.409014,0.027052454,3706.466,15863.78087
12312013,HSY.N,Hershey Co,Food Processing,Consumer Non-Cyclicals,3149.567,1118.508,2383.376801,0.024736759,3741.436,21544.38021
12312014,HSY.N,Hershey Co,Food Processing,Consumer Non-Cyclicals,2779.961,471.985,2399.12196,0.021397447,4103.34,28791.4402
12312015,HSY.N,Hershey Co,Food Processing,Consumer Non-Cyclicals,3247.418,346.529,2496.429185,0.020584099,4296.909,19353.13646
12312016,HSY.N,Hershey Co,Food Processing,Consumer Non-Cyclicals,2956.547,296.967,2493.991922,0.019577375,4696.646,21950.88953
12312017,HSY.N,Hershey Co,Food Processing,Consumer Non-Cyclicals,3206.967,380.179,2557.981693,0.02204034,4622.161,23916.0344
12311998,HRL.N,Hormel Foods Corp,Food Processing,Consumer Non-Cyclicals,919.919,238.032,847.475165,0.018438492,742.577,2511.5975
12311999,HRL.N,Hormel Foods Corp,Food Processing,Consumer Non-Cyclicals,991.461,248.562,916.9429285,0.017526346,844.443,2899.099125
12312000,HRL.N,Hormel Foods Corp,Food Processing,Consumer Non-Cyclicals,704.172,106.61,726.7828274,0.021482613,768.063,2580.855615
12312001,HRL.N,Hormel Foods Corp,Food Processing,Consumer Non-Cyclicals,943.994,186.276,806.8454004,0.023956627,1166.817,3727.234378
12312002,HRL.N,Hormel Foods Corp,Food Processing,Consumer Non-Cyclicals,1010.805,309.563,877.1175089,0.028598812,1104.941,3229.438312
12312003,HRL.N,Hormel Foods Corp,Food Processing,Consumer Non-Cyclicals,994.379,97.976,944.7174087,0.028499122,1140.386,3579.145045
12312004,HRL.N,Hormel Foods Corp,Food Processing,Consumer Non-Cyclicals,1086.798,288.881,1009.888825,0.023919557,1134.72,4329.59128
12312005,HRL.N,Hormel Foods Corp,Food Processing,Consumer Non-Cyclicals,1345.653,169.546,1118.067032,0.022358815,1247.83,4503.421975
12312006,HRL.N,Hormel Foods Corp,Food Processing,Consumer Non-Cyclicals,1289.412,172.485,1201.058936,0.020439099,1257.394,5163.46728
12312007,HRL.N,Hormel Foods Corp,Food Processing,Consumer Non-Cyclicals,881.928,149.749,801.2321635,0.018362785,1508.867,5485.616354
12312008,HRL.N,Hormel Foods Corp,Food Processing,Consumer Non-Cyclicals,852.148,154.778,845.2421536,0.017417501,1608.899,4181.070939
12312009,HRL.N,Hormel Foods Corp,Food Processing,Consumer Non-Cyclicals,1181.95,385.252,902.1702566,0.035782218,1567.734,5138.022092
12312010,HRL.N,Hormel Foods Corp,Food Processing,Consumer Non-Cyclicals,1117.414,518.44,925.9118364,0.016141164,1647.279,6823.961101
12312011,HRL.N,Hormel Foods Corp,Food Processing,Consumer Non-Cyclicals,1140.765,539.207,960.168379,0.020005364,1584.575,7733.65817
12312012,HRL.N,Hormel Foods Corp,Food Processing,Consumer Non-Cyclicals,1137.294,759.775,946.1026074,0.007846278,1739.041,8227.340445
12312013,HRL.N,Hormel Foods Corp,Food Processing,Consumer Non-Cyclicals,1277.645,434.014,984.0376016,0.007815915,1599.301,11909.92878
12312014,HRL.N,Hormel Foods Corp,Food Processing,Consumer Non-Cyclicals,1410.531,334.174,1026.406926,0.006891004,1843.563,13735.53746
12312015,HRL.N,Hormel Foods Corp,Food Processing,Consumer Non-Cyclicals,1748.714,347.487,1139.034764,0.006131111,2138.438,20895.20876
12312016,HRL.N,Hormel Foods Corp,Food Processing,Consumer Non-Cyclicals,1877.722,415.287,1287.799058,0.006723439,1918.661,18407.58686
12312017,HRL.N,Hormel Foods Corp,Food Processing,Consumer Non-Cyclicals,1785,444.122,1199.452659,0.006237075,2036.211,19271.59837
12311998,IFF.N,International Flavors & Fragrances Inc,Food Processing,Consumer Non-Cyclicals,442.861,115.999,302.7775914,0.004609346,443.013,5000.390063
12311999,IFF.N,International Flavors & Fragrances Inc,Food Processing,Consumer Non-Cyclicals,449.019,62.971,332.5861654,0.009491748,542.998,3954.578748
12312000,IFF.N,International Flavors & Fragrances Inc,Food Processing,Consumer Non-Cyclicals,552.835,129.238,366.2739988,0.013495721,1857.774,1985.283706
12312001,IFF.N,International Flavors & Fragrances Inc,Food Processing,Consumer Non-Cyclicals,572.04,48.905,476.3739243,0.044269076,1743.881,2845.215109
12312002,IFF.N,International Flavors & Fragrances Inc,Food Processing,Consumer Non-Cyclicals,610.1,15.165,456.0159672,0.037152838,1658.016,3311.30227
12312003,IFF.N,International Flavors & Fragrances Inc,Food Processing,Consumer Non-Cyclicals,623.147,12.555,446.3683531,0.028511866,1564.261,3270.523636
12312004,IFF.N,International Flavors & Fragrances Inc,Food Processing,Consumer Non-Cyclicals,673.816,32.995,474.4855158,0.025235974,1452.807,4037.190321
12312005,IFF.N,International Flavors & Fragrances Inc,Food Processing,Consumer Non-Cyclicals,553.495,272.897,476.6981057,0.02148302,1722.849,3111.609545
12312006,IFF.N,International Flavors & Fragrances Inc,Food Processing,Consumer Non-Cyclicals,665.243,115.112,487.9869985,0.020143785,1573.736,4409.063309
12312007,IFF.N,International Flavors & Fragrances Inc,Food Processing,Consumer Non-Cyclicals,753.582,152.075,548.0423038,0.019693075,2109.117,3897.136251
12312008,IFF.N,International Flavors & Fragrances Inc,Food Processing,Consumer Non-Cyclicals,708.676,178.467,600.910375,0.040262374,2169.271,2337.338405
12312009,IFF.N,International Flavors & Fragrances Inc,Food Processing,Consumer Non-Cyclicals,753.369,80.135,579.0768185,0.037828161,1872.864,3251.821286
12312010,IFF.N,International Flavors & Fragrances Inc,Food Processing,Consumer Non-Cyclicals,816.615,131.332,623.500504,0.02893436,1869.3,4444.466973
12312011,IFF.N,International Flavors & Fragrances Inc,Food Processing,Consumer Non-Cyclicals,653.979,88.279,591.6735752,0.029227618,1858.174,4240.66189
12312012,IFF.N,International Flavors & Fragrances Inc,Food Processing,Consumer Non-Cyclicals,825.408,324.422,633.5534603,0.024115223,1993.637,5427.368437
12312013,IFF.N,International Flavors & Fragrances Inc,Food Processing,Consumer Non-Cyclicals,961.604,405.505,691.2418836,0.025830169,1864.68,7008.504248
12312014,IFF.N,International Flavors & Fragrances Inc,Food Processing,Consumer Non-Cyclicals,1079.387,478.573,703.6648772,0.023381131,1971.932,8207.281477
12312015,IFF.N,International Flavors & Fragrances Inc,Food Processing,Consumer Non-Cyclicals,1023.632,181.988,704.6707933,0.02219247,2107.021,9601.135364
12312016,IFF.N,International Flavors & Fragrances Inc,Food Processing,Consumer Non-Cyclicals,1169.352,323.992,773.4793172,0.022209695,2385.85,9358.507061
12312017,IFF.N,International Flavors & Fragrances Inc,Food Processing,Consumer Non-Cyclicals,1013.43,368.046,783.0884801,0.022464353,2909.632,12052.70408
12311998,K.N,Kellogg Co,Food Processing,Consumer Non-Cyclicals,3353.1,136.4,3201.435107,0.028714227,4161.7,13831.03818
12311999,K.N,Kellogg Co,Food Processing,Consumer Non-Cyclicals,3504.9,150.6,3294.658952,0.031034914,3995.5,12491.4995
12312000,K.N,Kellogg Co,Food Processing,Consumer Non-Cyclicals,2630.6,204.4,2352.087021,0.035351636,3988.5,10648.02344
12312001,K.N,Kellogg Co,Food Processing,Consumer Non-Cyclicals,3619.3,231.8,3107.634336,0.037011298,9497.1,12234.93759
12312002,K.N,Kellogg Co,Food Processing,Consumer Non-Cyclicals,3618.1,100.6,3257.016367,0.041955342,9324.2,13990.73432
12312003,K.N,Kellogg Co,Food Processing,Consumer Non-Cyclicals,3911.5,141.2,3398.349045,0.042761078,8699.5,15541.91423
12312004,K.N,Kellogg Co,Food Processing,Consumer Non-Cyclicals,4196.1,417.4,3644.548777,0.040097776,8304.7,18440.58208
12312005,K.N,Kellogg Co,Food Processing,Consumer Non-Cyclicals,4258.9,219.1,3813.232456,0.036220871,8290.8,17903.27741
12312006,K.N,Kellogg Co,Food Processing,Consumer Non-Cyclicals,4777.3,410.6,4085.217481,0.035558126,8645,19940.71057
12312007,K.N,Kellogg Co,Food Processing,Consumer Non-Cyclicals,5056,524,4292.821768,0.035959869,8871,20652.61888
12312008,K.N,Kellogg Co,Food Processing,Consumer Non-Cyclicals,4985,255,4479.863768,0.032451796,9491,16737.54259
12312009,K.N,Kellogg Co,Food Processing,Consumer Non-Cyclicals,5295,334,4436.562479,0.033837535,8925,20185.36036
12312010,K.N,Kellogg Co,Food Processing,Consumer Non-Cyclicals,5690,444,5489.937467,0.025585474,9693,18808.36519
12312011,K.N,Kellogg Co,Food Processing,Consumer Non-Cyclicals,6707,460,5944.008882,0.02454411,10145,18162.22698
12312012,K.N,Kellogg Co,Food Processing,Consumer Non-Cyclicals,5822,281,4920.797473,0.020859572,12704,20017.72215
12312013,K.N,Kellogg Co,Food Processing,Consumer Non-Cyclicals,5264,273,4339.324607,0.019971349,11867,22119.38819
12312014,K.N,Kellogg Co,Food Processing,Consumer Non-Cyclicals,6023,443,5138.612287,0.017558121,12302,23233.41809
12312015,K.N,Kellogg Co,Food Processing,Consumer Non-Cyclicals,5069,251,4313.683174,0.017387326,13113,25612.32142
12312016,K.N,Kellogg Co,Food Processing,Consumer Non-Cyclicals,4961,280,4296.560601,0.032157755,13185,25865.21971
12312017,K.N,Kellogg Co,Food Processing,Consumer Non-Cyclicals,4561,281,3907.268599,0.019402351,14122,23485.22653
12311998,KMB.N,Kimberly-Clark Corp,Personal Products,Consumer Non-Cyclicals,4846.8,144,3832.528935,0.026657544,7453.8,29532.70182
12311999,KMB.N,Kimberly-Clark Corp,Personal Products,Consumer Non-Cyclicals,5172.2,322.8,4006.05135,0.030369895,7477.8,35620.7165
12312000,KMB.N,Kimberly-Clark Corp,Personal Products,Consumer Non-Cyclicals,4431.7,206.5,3266.606677,0.02764731,8431.2,37742.43785
12312001,KMB.N,Kimberly-Clark Corp,Personal Products,Consumer Non-Cyclicals,4642.9,364.5,3351.594726,0.0254991,9051.3,31404.11962
12312002,KMB.N,Kimberly-Clark Corp,Personal Products,Consumer Non-Cyclicals,4852.5,494.5,3392.015306,0.018831289,9733.8,24416.03215
12312003,KMB.N,Kimberly-Clark Corp,Personal Products,Consumer Non-Cyclicals,5136.9,290.6,3479.76823,0.018331909,9715.3,29808.48243
12312004,KMB.N,Kimberly-Clark Corp,Personal Products,Consumer Non-Cyclicals,5655.8,594,3632.053308,0.017494835,10020.1,32097.23148
12312005,KMB.N,Kimberly-Clark Corp,Personal Products,Consumer Non-Cyclicals,5245,364,3873.570356,0.018916961,10350.5,27867.81144
12312006,KMB.N,Kimberly-Clark Corp,Personal Products,Consumer Non-Cyclicals,5762.3,360.8,4117.719187,0.022233811,10547,31141.89256
12312007,KMB.N,Kimberly-Clark Corp,Personal Products,Consumer Non-Cyclicals,5800,472.7,4300.499618,0.020813861,12731.9,29338.63691
12312008,KMB.N,Kimberly-Clark Corp,Personal Products,Consumer Non-Cyclicals,6126,364,4534.111466,0.023104222,13807,21813.264
12312009,KMB.N,Kimberly-Clark Corp,Personal Products,Consumer Non-Cyclicals,7269,798,4706.754547,0.021451291,13519,26463.82527
12312010,KMB.N,Kimberly-Clark Corp,Personal Products,Consumer Non-Cyclicals,6665,876,4834.428682,0.01815254,13662,25707.27633
